slug,title,state,region,type,badge,rating,reviewCount,minPrice,lat,lng
shringeri-sharadamba-temple,"Shringeri Sharadamba Temple",Karnataka,Karnataka,spiritual,Popular,4.2,17394,900,13.418,75.252
marikamba-temple-sagara,"Marikamba Temple, Sagara",Karnataka,Karnataka,spiritual,Popular,4.7,9138,900,14.1667,75.0333
shettihalli-rosary-church,"Shettihalli Rosary Church",Karnataka,Karnataka,spiritual,Popular,4.6,4663,900,12.86975,76.01824
kedareshvara-temple-balligavi,"Kedareshvara Temple, Balligavi",Karnataka,Karnataka,spiritual,Popular,4.7,4404,900,14.39392684,75.2442636
lakshmi-narasimha-temple-nuggehalli,"Lakshmi Narasimha Temple, Nuggehalli",Karnataka,Karnataka,spiritual,Popular,4.8,7151,900,13.010944444,76.475361111
lakshminarasimha-temple-javagal,"Lakshminarasimha Temple, Javagal",Karnataka,Karnataka,spiritual,Popular,4.7,21017,900,13.301,76.060083333
mylara-lingeshwara-temple,"Mylara Lingeshwara Temple",Karnataka,Karnataka,spiritual,Popular,4.6,4067,900,14.808055555,75.690833333
ragigudda-sri-prasannaswamy-anjaneya-temple,"Ragigudda Sri Prasannaswamy Anjaneya Temple",Karnataka,Karnataka,spiritual,Popular,4.3,19898,900,12.91424,77.5932
venugopala-swamy-temple,"Venugopala Swamy Temple",Karnataka,Karnataka,spiritual,Popular,4.2,17686,900,12.4444,76.5678
milagres-church,"Milagres Church",Karnataka,Karnataka,spiritual,Popular,4.2,8073,900,13.395729,74.736224
ramalingeshwara-group-of-temples-avani,"Ramalingeshwara group of temples, Avani",Karnataka,Karnataka,spiritual,Popular,4.4,13712,900,13.10644966,78.32659939
sri-vinayaka-temple-guddattu,"Sri Vinayaka Temple, Guddattu",Karnataka,Karnataka,spiritual,Popular,4.2,7399,900,13.62833333,74.68888889
iswara-temple-in-jalasangvi,"Iswara temple in Jalasangvi",Karnataka,Karnataka,spiritual,Popular,4.4,2045,900,17.831202777,77.176375
belgaum-fort,"Belgaum Fort",Karnataka,Karnataka,heritage,Popular,4.6,21052,900,15.86185076,74.524470255
bellary-fort,"Bellary Fort",Karnataka,Karnataka,heritage,Popular,4.2,18402,900,15.14842,76.91058
chandramouleshwara-temple-unkal,"Chandramouleshwara Temple, Unkal",Karnataka,Karnataka,spiritual,Popular,4.1,7255,900,15.376777777,75.116666666
lakshmikanta-temple-kalale,"Lakshmikanta Temple, Kalale",Karnataka,Karnataka,spiritual,Popular,4.4,10478,900,12.08333333,76.66666667
gunja-narasimha-swamy-temple-thirumakudalu-narasipura,"Gunja Narasimha Swamy Temple, Thirumakudalu Narasipura",Karnataka,Karnataka,spiritual,Popular,4.4,20942,900,12.21,76.906
teru-malleshvara-temple-hiriyur,"Teru Malleshvara Temple, Hiriyur",Karnataka,Karnataka,spiritual,Popular,4.5,14051,900,13.95,76.62
the-rvm-foundation-shiv-temple,"The RVM Foundation Shiv Temple",Karnataka,Karnataka,spiritual,Popular,4.4,9163,900,12.958318023,77.656547276
bhoga-nandeeshwara-temple,"Bhoga Nandeeshwara Temple",Karnataka,Karnataka,spiritual,Popular,4.7,1821,900,13.3868,77.698
kanakachalapathi-temple-kanakagiri,"Kanakachalapathi Temple, Kanakagiri",Karnataka,Karnataka,spiritual,Popular,4.3,18080,900,15.55,76.4
hasanamba-temple,"Hasanamba temple",Karnataka,Karnataka,spiritual,Popular,4.5,19155,900,13.0024267,76.0933586
nageshvara-chennakeshava-temple-complex-mosale,"Nageshvara-Chennakeshava Temple complex, Mosale",Karnataka,Karnataka,spiritual,Popular,4.5,9964,900,12.9016,76.1423
shiva-temple-in-narayanapur,"Shiva temple in Narayanapur",Karnataka,Karnataka,spiritual,Popular,4.4,4710,900,17.858346,76.974582972
vijayanarayana-temple-gundlupet,"Vijayanarayana Temple, Gundlupet",Karnataka,Karnataka,spiritual,Popular,4.7,19189,900,11.80835836,76.6894027
lakshmi-devi-temple,"Lakshmi Devi Temple",Karnataka,Karnataka,spiritual,Popular,4.6,16767,900,13.09585373,76.00401209
panchalingeshwara-temple-govindanahalli,"Panchalingeshwara temple, Govindanahalli",Karnataka,Karnataka,spiritual,Popular,4.5,7324,900,12.773888888,76.391666666
lakshminarayana-temple-hosaholalu,"Lakshminarayana Temple, Hosaholalu",Karnataka,Karnataka,spiritual,Popular,4.5,12441,900,12.642277777,76.479
annapoorneshwari-temple,"Annapoorneshwari Temple",Karnataka,Karnataka,spiritual,Popular,4.8,11814,900,13.2705,75.3414
ghati-subramanya,"Ghati Subramanya",Karnataka,Karnataka,spiritual,Popular,4.7,4500,900,13.292,77.543
chaturmukha-basadi,"Chaturmukha Basadi",Karnataka,Karnataka,spiritual,Popular,4.7,19841,900,13.20864992,75.00487795
chennakeshava-temple-aralaguppe,"Chennakeshava Temple, Aralaguppe",Karnataka,Karnataka,spiritual,Popular,4.7,2251,900,13.25212829,76.61547306
koosalli-water-falls,"Koosalli Water Falls",Karnataka,Karnataka,heritage,Popular,4.3,18410,900,13.964166666,74.681944444
vajrapoha-falls,"Vajrapoha Falls",Karnataka,Karnataka,heritage,Popular,4.7,12960,900,15.623888888,74.331944444
jayamangali-blackbuck-reserve,"Jayamangali Blackbuck Reserve",Karnataka,Karnataka,heritage,Popular,4.3,16011,900,13.73888889,77.32222222
mookambika-wildlife-sanctuary,"Mookambika Wildlife Sanctuary",Karnataka,Karnataka,wildlife,Popular,4.5,10440,2500,13.7,74.65
tyavarekoppa-lion-and-tiger-safari,"Tyavarekoppa Lion and Tiger Safari",Karnataka,Karnataka,wildlife,Popular,4.3,17749,2500,13.973863069,75.49398838
madikeri-fort,"Madikeri Fort",Karnataka,Karnataka,heritage,Popular,4.8,8952,900,12.4208474,75.7389661
lakshmi-narasimha-temple-bhadravathi,"Lakshmi Narasimha Temple, Bhadravathi",Karnataka,Karnataka,spiritual,Popular,4.4,4779,900,13.84854,75.70035
lakshminarasimha-temple-haranhalli,"Lakshminarasimha Temple, Haranhalli",Karnataka,Karnataka,spiritual,Popular,4.8,12669,900,13.246888888,76.224305555
mallikarjuna-temple-basaralu,"Mallikarjuna Temple, Basaralu",Karnataka,Karnataka,spiritual,Popular,4.5,8863,900,12.71022445,76.81695623
yelluru-shri-vishweshwara-temple,"Yelluru Shri Vishweshwara Temple",Karnataka,Karnataka,spiritual,Popular,4.7,13587,900,13.1811,74.7976
manjarabad-fort,"Manjarabad Fort",Karnataka,Karnataka,heritage,Popular,4.7,19784,900,12.91,75.755
nalknad-palace,"Nalknad Palace",Karnataka,Karnataka,heritage,Popular,4.5,13944,900,12.243,75.70161111
chittaranjan-palace,"Chittaranjan Palace",Karnataka,Karnataka,heritage,Popular,4.4,6373,900,12.322279,76.617459
brahmeshvara-temple-kikkeri,"Brahmeshvara Temple, Kikkeri",Karnataka,Karnataka,spiritual,Popular,4.4,3650,900,12.763472222,76.429083333
rameshvara-temple-koodli,"Rameshvara Temple, Koodli",Karnataka,Karnataka,spiritual,Popular,4.6,6609,900,14.00780458,75.67473659
saumyakeshava-temple-nagamangala,"Saumyakeshava Temple, Nagamangala",Karnataka,Karnataka,spiritual,Popular,4.5,10075,900,12.81944444,76.75361111
kumara-swamy-devasthana-bangalore,"Kumara Swamy Devasthana, Bangalore",Karnataka,Karnataka,spiritual,Popular,4.4,16428,900,12.940467,77.562578
lakshminarasimha-temple-vignasante,"Lakshminarasimha Temple, Vignasante",Karnataka,Karnataka,spiritual,Popular,4.5,10788,900,13.146861111,76.539805555
veeranarayana-temple-gadag,"Veeranarayana Temple, Gadag",Karnataka,Karnataka,spiritual,Popular,4.8,11079,900,15.41,75.61
arakeshwara-temple-haleyedatore,"Arakeshwara Temple, Haleyedatore",Karnataka,Karnataka,spiritual,Popular,4.4,11803,900,12.46,76.39
yellamma-temple-saundatti,"Yellamma Temple, Saundatti",Karnataka,Karnataka,spiritual,Popular,4.5,20576,900,15.754,75.16
karinjeshwara-temple,"Karinjeshwara Temple",Karnataka,Karnataka,spiritual,Popular,4.7,3854,900,12.9142,75.0596
huligina-maradi-temple,"Huligina Maradi Temple",Karnataka,Karnataka,spiritual,Popular,4.8,17727,900,11.822,76.818
bhimeshvara-temple-nilagunda,"Bhimeshvara Temple, Nilagunda",Karnataka,Karnataka,spiritual,Popular,4.7,19091,900,14.74416444,75.89629704
bucesvara-temple-koravangala,"Bucesvara Temple, Koravangala",Karnataka,Karnataka,spiritual,Popular,4.6,15116,900,13.053305555,76.177055555
polali-rajarajeshwari-temple,"Polali Rajarajeshwari Temple",Karnataka,Karnataka,spiritual,Popular,4.7,3823,900,12.933954,74.955291
yoga-madhava-temple-settikere,"Yoga Madhava Temple, Settikere",Karnataka,Karnataka,spiritual,Popular,4.2,12107,900,13.38111111,76.55888889
cheluvanarayana-swamy-temple,"Cheluvanarayana Swamy Temple",Karnataka,Karnataka,spiritual,Popular,4.3,13612,900,12.66022222,76.64752778
ganesha-temple-idagunji,"Ganesha Temple, Idagunji",Karnataka,Karnataka,spiritual,Popular,4.2,7674,900,14.23025,74.49441389
navagraha-jain-temple,"Navagraha Jain Temple",Karnataka,Karnataka,spiritual,Popular,4.8,17305,900,15.2156832,75.1421335
kanakagiri-jain-shri-kshetra,"Kanakagiri Jain Shri kshetra",Karnataka,Karnataka,spiritual,Popular,4.4,13230,900,11.94994861,76.76846972
kudremukh-national-park,"Kudremukh National Park",Karnataka,Karnataka,wildlife,Popular,4.2,5474,2500,13.25,75.2
shettihalli-wildlife-sanctuary,"Shettihalli Wildlife Sanctuary",Karnataka,Karnataka,wildlife,Popular,4.2,7012,2500,13.85,75.438888888
thimlapura-wildlife-sanctuary,"Thimlapura Wildlife Sanctuary",Karnataka,Karnataka,wildlife,Popular,4.7,3305,2500,13.3787,77.1842
chelavara-falls,"Chelavara Falls",Karnataka,Karnataka,heritage,Popular,4.2,2533,900,12.206111111,75.673611111
bhimgad-fort,"Bhimgad Fort",Karnataka,Karnataka,heritage,Popular,4.8,6126,900,15.525,74.2825
sri-anjaneya-swamy-temple-shamanur,"Sri Anjaneya Swamy Temple, Shamanur",Karnataka,Karnataka,spiritual,Popular,4.4,12693,900,14.4666,75.9242
sri-mailar-mallanna,"Sri Mailar Mallanna",Karnataka,Karnataka,spiritual,Popular,4.7,18879,900,17.9529,77.386
veerbhadra-temple,"Veerbhadra Temple",Karnataka,Karnataka,spiritual,Popular,4.8,9444,900,16.5667,74.65
st-paul-s-church-mangalore,"St. Paul's Church, Mangalore",Karnataka,Karnataka,spiritual,Popular,4.6,20622,900,12.9141314,74.8561511
william-arthur-memorial-church-gubbi,"William Arthur Memorial Church, Gubbi",Karnataka,Karnataka,spiritual,Popular,4.8,9252,900,13.3104952,76.9508895
navalinga-temple,"Navalinga Temple",Karnataka,Karnataka,spiritual,Popular,4.1,14960,900,15.490777777,75.989611111
group-of-temples-at-magadi-karnataka,"Group of temples at Magadi, Karnataka",Karnataka,Karnataka,spiritual,Popular,4.4,4555,900,12.962138888,77.2105
chaturmukha-basadi-gerusoppa,"Chaturmukha Basadi, Gerusoppa",Karnataka,Karnataka,spiritual,Popular,4.8,7470,900,14.228722222,74.664722222
guru-narasimha-temple,"Guru Narasimha Temple",Karnataka,Karnataka,spiritual,Popular,4.1,13774,900,13.49861111,74.71166667
chennakeshava-temple-hullekere,"Chennakeshava Temple, Hullekere",Karnataka,Karnataka,spiritual,Popular,4.6,20464,900,13.191049613,76.366085107
sri-jnanakshi-rajarajeshwari-temple,"Sri Jnanakshi Rajarajeshwari Temple",Karnataka,Karnataka,spiritual,Popular,4.2,7600,900,12.926730555,77.510491666
shri-kalika-devi-temple,"Shri Kalika Devi Temple",Karnataka,Karnataka,spiritual,Popular,4.3,14338,900,15.85,75.25
madhukesvara-temple,"Madhukesvara temple",Karnataka,Karnataka,spiritual,Popular,4.2,19087,900,14.53517101,75.01708986
yoganarasimha,"Yoganarasimha",Karnataka,Karnataka,spiritual,Popular,4.8,15656,900,13.375,77.213
devaragundi,"Devaragundi",Karnataka,Karnataka,heritage,Popular,4.4,14750,900,12.475,75.479
gudekote-wildlife-sanctuary,"Gudekote Wildlife Sanctuary",Karnataka,Karnataka,wildlife,Popular,4.6,4553,2500,15.233333333,76.516666666
tungabhadra-otter-conservation-reserve,"Tungabhadra Otter Conservation Reserve",Karnataka,Karnataka,heritage,Popular,4.7,10679,900,15.36,76.51
bukkapatna-chinkara-wildlife-sanctuary,"Bukkapatna Chinkara Wildlife Sanctuary",Karnataka,Karnataka,wildlife,Popular,4.5,10366,2500,13.6497129,76.7466378
yadahalli-chinkara-wildlife-sanctuary,"Yadahalli Chinkara Wildlife Sanctuary",Karnataka,Karnataka,wildlife,Popular,4.7,20991,2500,16.379153,75.448223
chincholi-wildlife-sanctuary,"Chincholi Wildlife Sanctuary",Karnataka,Karnataka,wildlife,Popular,4.5,11440,2500,17.5,77.5
parashurama-theme-park-karkala,"Parashurama Theme Park, Karkala",Karnataka,Karnataka,heritage,Popular,4.1,19350,900,13.28264,74.93419
padubidri-beach,"Padubidri Beach",Karnataka,Karnataka,beach,Popular,4.5,10337,1200,13.131944444,74.762222222
yadgir-fort,"Yadgir Fort",Karnataka,Karnataka,heritage,Popular,4.7,4693,900,16.766,77.14
dharmesvara-temple,"Dharmesvara Temple",Karnataka,Karnataka,spiritual,Popular,4.1,14836,900,13.180833333,77.923888888
someshwara-temple-marathahalli,"Someshwara Temple, Marathahalli",Karnataka,Karnataka,spiritual,Popular,4.2,5283,900,12.9525,77.692777777
most-holy-redeemer-church-belthangady,"Most Holy Redeemer Church, Belthangady",Karnataka,Karnataka,spiritual,Popular,4.1,12859,900,12.99325,75.2685
st-patrick-church-siddakatte,"St. Patrick Church, Siddakatte",Karnataka,Karnataka,spiritual,Popular,4.4,3294,900,12.99063889,75.04988889
st-mary-s-orthodox-valiyapally,"St. Mary's Orthodox Valiyapally",Karnataka,Karnataka,spiritual,Popular,4.2,9661,900,13.057307,77.548086
jwalamalini-temple,"Jwalamalini temple",Karnataka,Karnataka,spiritual,Popular,4.4,7673,900,13.6052801,75.4961879
kere-basadi,"Kere Basadi",Karnataka,Karnataka,spiritual,Popular,4.6,13816,900,13.396258333,75.008372222
humcha-jain-temples,"Humcha Jain temples",Karnataka,Karnataka,spiritual,Popular,4.1,4988,900,13.86359836,75.20536768
moole-shankareshvara-temple-turuvekere,"Moole Shankareshvara Temple, Turuvekere",Karnataka,Karnataka,spiritual,Popular,4.4,6931,900,13.168611111,76.663611111
sri-ananda-lingeshwara-temple,"Sri Ananda Lingeshwara Temple",Karnataka,Karnataka,spiritual,Popular,4.5,16018,900,13.038,77.5949
ranganathaswamy-temple-nirthadi,"Ranganathaswamy Temple, Nirthadi",Karnataka,Karnataka,spiritual,Popular,4.2,4243,900,14.35303,76.1468
tarakeshwara-temple-hangal,"Tarakeshwara Temple, Hangal",Karnataka,Karnataka,spiritual,Popular,4.7,13574,900,14.765,75.124
puttur-shree-mahalingeshwara-temple,"Puttur Shree Mahalingeshwara Temple",Karnataka,Karnataka,spiritual,Popular,4.6,16036,900,12.7632,75.2001
shree-brahma-baidarkala-garadi-kshetra,"Shree Brahma Baidarkala Garadi Kshetra",Karnataka,Karnataka,spiritual,Popular,4.7,8004,900,12.86883,74.872202
manyamkonda,"Manyamkonda",Karnataka,Karnataka,spiritual,Popular,4.5,4694,900,16.649797,77.884764
lakshmeshwara-jain-temples,"Lakshmeshwara Jain temples",Karnataka,Karnataka,spiritual,Popular,4.5,7711,900,15.126944444,75.464166666
kuruvathi-basaveshwara-temple,"Kuruvathi Basaveshwara temple",Karnataka,Karnataka,spiritual,Popular,4.7,7362,900,14.78,75.7
arabithittu-wildlife-sanctuary,"Arabithittu Wildlife Sanctuary",Karnataka,Karnataka,wildlife,Popular,4.4,11021,2500,12.323611111,76.405555555
nugu-wildlife-sanctuary,"Nugu Wildlife Sanctuary",Karnataka,Karnataka,wildlife,Popular,4.2,10440,2500,11.930555555,76.455555555
kappatagudda-wildlife-sanctuary,"Kappatagudda Wildlife Sanctuary",Karnataka,Karnataka,wildlife,Popular,4.6,9565,2500,15.1841,75.7697
adichunchanagiri-peacock-wildlife-sanctuary,"Adichunchanagiri Peacock Wildlife Sanctuary",Karnataka,Karnataka,wildlife,Popular,4.3,16162,2500,13.0197,76.7496
malai-mahadeshwara-wildlife-sanctuary,"Malai Mahadeshwara Wildlife Sanctuary",Karnataka,Karnataka,wildlife,Popular,4.1,8954,2500,11.962,77.442
ghataprabha-wildlife-sanctuary,"Ghataprabha Wildlife Sanctuary",Karnataka,Karnataka,wildlife,Popular,4.3,8175,2500,16.22251,74.73888
melkote-temple-wildlife-sanctuary,"Melkote Temple Wildlife Sanctuary",Karnataka,Karnataka,wildlife,Popular,4.4,20892,2500,12.69964,76.66135
rangayyanadurga-four-horned-antelope-wildlife-sanctuary,"Rangayyanadurga Four–horned antelope Wildlife Sanctuary",Karnataka,Karnataka,wildlife,Popular,4.7,19894,2500,14.533333333,76.116666666
ramadevarabetta-vulture-sanctuary,"Ramadevarabetta Vulture Sanctuary",Karnataka,Karnataka,wildlife,Popular,4.3,4054,2500,12.7531984,77.3013674
jogimatti-wildlife-sanctuary,"Jogimatti Wildlife Sanctuary",Karnataka,Karnataka,wildlife,Popular,4.7,6736,2500,14.1625,76.3975
dandeli-national-park,"Dandeli National Park",Karnataka,Karnataka,wildlife,Popular,4.4,18742,2500,14.99,74.36
shri-katyayani-baneshwar-temple-aversa,"Shri Katyayani Baneshwar Temple, Aversa",Karnataka,Karnataka,spiritual,Popular,4.6,8500,900,14.72333333,74.27972222
kote-anjaneya,"Kote Anjaneya",Karnataka,Karnataka,spiritual,Popular,4.6,2501,900,13.348,77.1022
our-lady-of-lourdes-church-kanajar,"Our Lady of Lourdes Church, Kanajar",Karnataka,Karnataka,spiritual,Popular,4.1,18249,900,13.27233333,74.89597222
church-of-sacred-heart-of-jesus-madanthyar,"Church Of Sacred Heart Of Jesus, Madanthyar",Karnataka,Karnataka,spiritual,Popular,4.5,20416,900,12.94811111,75.19138889
st-antony-church-ujire,"St. Antony Church, Ujire",Karnataka,Karnataka,spiritual,Popular,4.6,21150,900,13.00297222,75.33966667
st-joseph-church-belman,"St. Joseph Church, Belman",Karnataka,Karnataka,spiritual,Popular,4.5,13398,900,13.16625,74.870055555
st-vincent-de-paul-church-katapady,"St Vincent De Paul Church, Katapady",Karnataka,Karnataka,spiritual,Popular,4.1,21353,900,13.289,74.7528
shri-guru-kottureshwara-temple,"Shri Guru Kottureshwara Temple",Karnataka,Karnataka,spiritual,Popular,4.3,13834,900,14.82,76.21972222
sri-parashakthi-kshetra,"Sri Parashakthi Kshetra",Karnataka,Karnataka,spiritual,Popular,4.2,6700,900,12.800331,74.8742697
dodda-basaveshwara-temple,"Dodda Basaveshwara Temple",Karnataka,Karnataka,spiritual,Popular,4.2,9229,900,15.344444444,76.834444444
sabarimala-temple-complex,"Sabarimala temple complex",Kerala,Kerala,spiritual,Popular,4.7,15233,900,9.4375,77.0805
padmanabhaswamy-temple,"Padmanabhaswamy Temple",Kerala,Kerala,spiritual,Popular,4.7,2096,900,8.482777777,76.943611111
eravikulam-national-park,"Eravikulam National Park",Kerala,Kerala,wildlife,Popular,4.7,19752,2500,10.2,77.083
athirappilly-falls,"Athirappilly Falls",Kerala,Kerala,heritage,Popular,4.5,18279,900,10.284722222,76.568611111
palaruvi-falls,"Palaruvi Falls",Kerala,Kerala,heritage,Popular,4.3,6470,900,8.980262,77.164089
guruvayur-temple,"Guruvayur Temple",Kerala,Kerala,spiritual,Popular,4.8,4530,900,10.594444444,76.039166666
santa-cruz-basilica,"Santa Cruz Basilica",Kerala,Kerala,heritage,Popular,4.3,2035,900,9.965,76.243
vazhappally-maha-siva-temple,"Vazhappally Maha Siva Temple",Kerala,Kerala,spiritual,Popular,4.5,14595,900,9.45607,76.5266
st-angelo-fort,"St. Angelo Fort",Kerala,Kerala,heritage,Popular,4.4,2629,900,11.85416622,75.37142688
kappad,"Kappad",Kerala,Kerala,beach,Popular,4.1,3682,1200,11.385,75.7175
mathikettan-shola-national-park,"Mathikettan Shola National Park",Kerala,Kerala,wildlife,Popular,4.6,13505,2500,10.03333333,77.13333333
vadakkunnathan-temple-thrissur,"Vadakkunnathan Temple, Thrissur",Kerala,Kerala,spiritual,Popular,4.2,14677,900,10.52451095,76.21453846
ananthapura-lake-temple,"Ananthapura Lake Temple",Kerala,Kerala,spiritual,Popular,4.2,20798,900,12.584166666,74.982222222
thusharagiri-falls,"Thusharagiri Falls",Kerala,Kerala,heritage,Popular,4.3,4010,900,11.47289,76.05417
soochipara-falls,"Soochipara Falls",Kerala,Kerala,heritage,Popular,4.5,20135,900,11.511388888,76.163611111
bekal-fort,"Bekal Fort",Kerala,Kerala,heritage,Popular,4.6,12571,900,12.39259244,75.03298917
pallipuram-fort,"Pallipuram Fort",Kerala,Kerala,heritage,Popular,4.6,10073,900,10.170087,76.18098
peppara-wildlife-sanctuary,"Peppara Wildlife Sanctuary",Kerala,Kerala,wildlife,Popular,4.4,14486,2500,8.64722222,77.16666667
parambikulam-tiger-reserve,"Parambikulam Tiger Reserve",Kerala,Kerala,wildlife,Popular,4.6,7014,2500,10.38333333,76.70833333
st-mary-s-syro-malabar-catholic-cathedral-basilica,"St. Mary's Syro-Malabar Catholic Cathedral Basilica",Kerala,Kerala,heritage,Popular,4.5,18961,900,9.983,76.275
chinnar-wildlife-sanctuary,"Chinnar Wildlife Sanctuary",Kerala,Kerala,wildlife,Popular,4.2,13558,2500,10.3,77.175
vazhachal-falls,"Vazhachal Falls",Kerala,Kerala,heritage,Popular,4.2,7422,900,10.301422222,76.592763888
cheeyappara-waterfalls,"Cheeyappara Waterfalls",Kerala,Kerala,heritage,Popular,4.3,20788,900,10.054027777,76.829666666
muzhappilangad-beach,"Muzhappilangad Beach",Kerala,Kerala,beach,Popular,4.5,20381,1200,11.793228046,75.444067543
palakkad-fort,"Palakkad Fort",Kerala,Kerala,heritage,Popular,4.6,2995,900,10.7637251,76.65668853
chottanikkara-temple,"Chottanikkara Temple",Kerala,Kerala,spiritual,Popular,4.4,2863,900,9.933,76.391
vaikom-temple,"Vaikom Temple",Kerala,Kerala,spiritual,Popular,4.6,1858,900,9.76667,76.4
aluva-mahadeva-temple,"Aluva Mahadeva Temple",Kerala,Kerala,spiritual,Popular,4.7,6901,900,10.116884,76.353596
ambalappuzha-sri-krishna-temple,"Ambalappuzha Sri Krishna Temple",Kerala,Kerala,spiritual,Popular,4.4,2713,900,9.3836,76.3695
tirunavaya-temple,"Tirunavaya Temple",Kerala,Kerala,spiritual,Popular,4.4,13387,900,10.8639,75.9822
st-mary-s-cathedral-pattom-trivandrum,"St. Mary's Cathedral, Pattom, Trivandrum",Kerala,Kerala,heritage,Popular,4.3,4473,900,8.526048,76.9381812
neyyar-wildlife-sanctuary,"Neyyar Wildlife Sanctuary",Kerala,Kerala,wildlife,Popular,4.3,19439,2500,8.4,77.16
aralam-wildlife-sanctuary,"Aralam Wildlife Sanctuary",Kerala,Kerala,wildlife,Popular,4.8,4264,2500,11.8788,75.8886
kollam-beach,"Kollam Beach",Kerala,Kerala,beach,Popular,4.8,16854,1200,8.87527,76.58927
cranganore-fort,"Cranganore Fort",Kerala,Kerala,heritage,Popular,4.5,12432,900,10.197,76.212
